code,1,2,3,4,5,6,7,8,9,10
1,0.9129267357115458,1.0819053151321525,1.1559463867810793,1.2071597058415429,1.4257317156761944,1.6373801916932906,1.7916347870441214,1.9032864888790528,2.1782278996386584,2.6020408163265305
2,0.7641196013289037,0.9551800146950772,1.1156437357067803,1.2664310954063605,1.3670593791818637,1.4388663184368349,1.5978943441586704,1.9561787905346188,2.414808833864144,3.041838333430047
3,2.2964992859624065,2.188491609146521,2.180192190190524,2.2776222270084,2.3415400733368257,2.783614632052238,3.2373066528664247,3.235589590007013,3.1729712482717054,3.1534142665496283
4,0.8735332464146024,0.9811181044057756,1.1471471471471468,1.4101267329089069,1.4474917955930615,1.4460511679644048,1.4154594714143536,1.5052514399109431,1.6751740139211138,1.7657060644373719
5,4.758276183219033,4.512641439747507,4.541062801932367,4.5378529619862364,4.497853016588922,4.427013697002111,4.30481060500792,4.6486305385710684,4.827267119062308,4.936174875362954
6,1.1535688536409516,1.179036325223199,1.2014417300760911,1.211767755313634,1.211262160943238,1.2052660856666049,1.224767520979814,1.4199302850112774,1.4967693952493841,1.5691929259086477
7,1.7363515312916111,1.7863486424765287,1.833976833976834,1.895694666779004,1.9249039613366927,1.9835979477235082,2.2218930528810548,2.385209675786917,2.496941560274789,2.6660590178876613
8,1.457759412304867,1.5591966173361522,1.5787890938251803,1.6952474277315042,1.8107588856868395,1.9048499699477552,1.942138770247401,1.9452911920423552,1.9739867306050056,2.0274243971894634
9,0.3016505406943654,0.3353266640585704,0.3610659072416599,0.3688013954647396,0.6603081438004402,0.8614913372259979,1.3535849899486263,1.922516749198952,2.392645267748399,2.7240901465976224
10,0.6405793065032725,0.7493938726030417,0.8846530928657744,1.0258092738407698,1.1616834888592649,1.2585034013605445,1.2932810288928296,1.2966426217828837,1.317874337253946,1.3286843728925428
11,1.9059227658042,1.918490930039388,1.9343521722414456,2.078084186680844,2.1948060800218117,2.1893517890261003,2.193375931452425,2.3257670082686843,2.52514414066412,2.5393983316991373
12,1.4630029072493669,1.4571268447599477,1.6345080529421143,1.7539810754673435,1.840626848018924,2.0335429769392035,2.3469196679358344,2.7603094217819577,3.0453761039488376,3.1188897896895416
13,0.8602418651041017,0.9027193720213064,1.065504933865211,1.2077053598163492,1.3404569956590182,1.500682128240109,1.701307408649011,1.8551236749116609,1.9906864313390917,2.2509759476136506
14,1.5974649635751854,1.5969483416305683,1.6386116490391778,1.720912832023943,1.7601331149416322,1.8707647628267183,2.0107268687866067,2.1513292433537834,2.222056102711693,2.3203014298595903
15,0.8348487353281534,0.9887095745359444,0.9944891366314056,1.1840688912809472,1.2486747555660267,1.338044485634847,1.4127305682908626,1.925748502994012,2.7316174858596045,2.763660800537612
16,1.7670280092737642,1.8523669132780776,2.1472708547888772,2.2536175205318734,2.3273133494693727,2.4068461401319308,2.559055118110236,2.670057215511761,2.745750184774576,3.1880666861655453
17,1.2189557395215436,1.2374174520741168,1.2507142403656908,1.2783192001012529,1.2772918895111056,1.3209155101046992,1.3280604415063155,1.0650667410818102,1.0769828926905132,1.0564171723982918
18,1.9695367868749758,2.232775730082224,2.471583399418451,2.5063422685454047,2.8053821123911704,2.9594928186714538,3.000177525297356,3.368216636098824,3.8084138501447424,4.118357677403161
19,1.8885555500909847,2.1135691137100183,2.3083983478659937,2.3529411764705883,2.3937448128248806,2.395873300080999,2.5088304228699703,2.6862717375936658,2.831719445171421,3.0644568910109267
20,1.0588637139929409,0.9986130374479888,1.0021598272138228,1.0261972301017854,1.09818595948914,1.2260835611089418,2.0294393986846218,2.3882783882783882,2.623081346485602,2.8303751432976227
21,4.499922946524888,4.832227310963641,5.3483678483678485,5.645695364238411,5.647184633735039,5.667289445726636,5.8721108873032675,6.349406715475888,6.810552970967553,7.303400497117772
22,3.0407137729463645,3.4502561275354333,3.8865434796444407,4.153997946157099,4.4558481797056535,4.518841014862633,4.727085313018409,5.073338350348588,5.4086414666804,5.549942672917778
23,4.361509456370061,5.019254787676936,5.48042200665581,5.866707697718381,6.24870937099905,6.593025273263548,7.112616426756985,7.8142965938447295,8.41969963469084,9.056006672717906
24,4.155222822716399,4.465541490857946,4.734666986104457,4.974197859062024,5.092239878101872,5.1154609777872535,5.083440308087291,4.9140775025850605,5.018483253052537,5.049500065780818
25,1.4447685618360944,1.5583579020389962,1.6006421455215072,1.6376498690798842,1.651922729734609,1.674416620451346,1.7001944212990516,1.6905258614488166,1.6779167599731275,1.6701547047478351
26,2.195677184050131,2.2779620903154916,2.4324967289163792,2.564150943396226,2.750168694034614,2.925797030482153,2.955197013134209,3.0945924389854835,3.510856397353462,4.112111292962357
27,0.5759620542646602,0.5824885546108568,0.6832408522738492,0.7358494219709146,0.787641261748031,0.8744467235236965,0.9580672035545682,0.9594483172176,0.9475175278839172,0.9716340215281454
28,0.7217983089296762,0.8470543447225659,1.1102480924749851,1.251850854758379,1.2852900766742008,1.287742275743858,1.2615817339510258,1.246610557453252,1.2608868901918369,1.2584074636580602
29,1.0142173584560086,1.143454829102255,1.3823879745667456,1.5143687439457545,1.5441775882611148,1.5577989217587855,1.5463841247761811,1.4617832677059173,1.3909769840978818,1.318164597865086
30,2.0906399453427467,2.0007069635913752,2.1750455847877053,2.2315032161692527,2.276109603431673,2.38207220915756,2.551396699548262,2.7442580941270966,2.804005722460658,2.9965598406663045
31,1.355141889184365,1.5435642301313943,1.639344262295082,1.7160728855044871,1.7841029210818058,1.83719961786248,1.9981610638918168,2.0470933311606307,2.150517682858945,2.165796691143944
32,0.9253309343272073,0.8186860923611575,0.8075486989493184,0.8083565167182825,0.8853298848573773,1.1396331595036864,1.480372588157019,1.85717115689382,2.200485266515084,2.458651149380095
33,2.9071252234613083,3.1946318515006737,3.3445265278710545,3.456156278370848,3.564380120806172,3.6134478073598704,3.5144121122193828,3.4602287788267434,3.6437777071135966,3.6258104806862224
34,1.402472780955896,1.56765843679744,1.7809522033455794,1.9459288426381665,2.1941633915879253,2.412936907111479,2.5516505726476533,2.8047332933589497,3.0271432760924117,3.414587239771143
35,1.8989669352412155,2.04799021855418,2.1117198108348547,2.2349110050408174,2.377234079472497,2.4250801030344915,2.5130584066917487,2.6204619393684347,2.7336873499672656,2.8097553221084426
36,2.707281654104142,2.818870301242761,3.1947308894950437,3.2779763677887006,3.4569209039548023,3.5699131890689326,3.5326625421079285,3.372151995636489,3.4120448920504964,3.3189442710122634
37,2.812955284097277,3.0274268508214965,3.191424007863373,3.336162242837493,3.3433477577795534,3.380694455347097,3.385180775899997,3.3464661509633404,3.2835323983519915,3.3261039931473144
38,3.2114238750770494,3.2195141173920754,3.2639937643104204,3.3849918433931485,3.5276271162184982,3.703503679200702,4.342736743532717,4.573470488111727,4.52915529114543,4.424037324221317
39,1.0063254744105807,0.9109275865735654,1.1088609275920454,1.2909319899244331,1.4788312462731068,1.5203182722364308,1.4840370187831993,1.335952848722986,1.3550905920703509,1.3939583550596168
40,0.8841695574921736,0.8653362401475767,0.8907344596950582,0.9188678130355138,0.9558782306441668,1.0002674511901577,1.1470788373675511,1.3114316833003623,1.4752873801718056,1.6125377643504533
41,0.8058176100628931,0.9003509842820082,1.4235127478753542,1.5942330352810703,1.5904847520918333,1.6137781394087334,1.5528152932733086,1.4375668290364738,1.7445988436961153,2.080853292700348
42,1.815749235474006,1.7840438326874248,1.8401587587948764,1.896956845664508,1.95813274192676,2.0500625782227786,2.1322054591436297,2.2013734403714094,2.285351531502936,2.327785444690155
